,youtube_id,class_id,object_id,image_nb,xmin,xmax,ymin,ymax,found_id,found_prec
0,2fCH7TpvtlM,15,0,4,0.0,2.0,77.0,237.0,6,0.5114121437072754
1,2fCH7TpvtlM,15,0,5,0.0,1.0,77.0,237.0,6,0.44662293791770935
2,2fCH7TpvtlM,15,0,6,0.0,3.0,74.0,237.0,6,0.5438177585601807
3,2fCH7TpvtlM,15,0,7,0.0,1.0,80.0,236.0,6,0.44051238894462585
4,2fCH7TpvtlM,15,0,8,0.0,3.0,76.0,235.0,6,0.46740293502807617
5,2fCH7TpvtlM,15,0,11,0.0,2.0,54.0,238.0,6,0.43691402673721313
6,2fCH7TpvtlM,15,1,5,93.0,94.0,132.0,133.0,6,0.6883836984634399
7,2fCH7TpvtlM,15,1,7,105.0,118.0,120.0,132.0,2,0.5299291610717773
8,2fCH7TpvtlM,15,1,7,104.0,119.0,120.0,132.0,7,0.4753677248954773
9,2fCH7TpvtlM,15,1,8,129.0,121.0,147.0,138.0,2,0.5439580082893372
10,2fCH7TpvtlM,15,1,9,151.0,121.0,176.0,141.0,2,0.6759653091430664
11,2fCH7TpvtlM,15,1,10,180.0,123.0,212.0,147.0,2,0.7161985635757446
12,2fCH7TpvtlM,15,1,11,215.0,122.0,261.0,153.0,2,0.7785624265670776
13,2fCH7TpvtlM,15,1,12,267.0,121.0,320.0,162.0,7,0.66874760389328
14,2fCH7TpvtlM,15,1,19,39.0,114.0,77.0,163.0,0,0.4168926775455475
