,youtube_id,class_id,object_id,image_nb,xmin,xmax,ymin,ymax,found_id,found_prec
0,3LT8C38E5qE,1,0,2,11.0,27.0,343.0,360.0,0,0.5002628564834595
1,3LT8C38E5qE,1,0,4,243.0,272.0,372.0,358.0,45,0.6450514197349548
2,3LT8C38E5qE,1,0,4,7.0,7.0,349.0,360.0,0,0.5959575176239014
3,3LT8C38E5qE,1,0,10,248.0,269.0,382.0,360.0,45,0.619188666343689
4,3LT8C38E5qE,1,0,11,252.0,264.0,379.0,357.0,45,0.6798179745674133
5,3LT8C38E5qE,1,0,13,15.0,20.0,316.0,359.0,16,0.5605976581573486
6,3LT8C38E5qE,1,0,14,18.0,24.0,342.0,360.0,0,0.4342636168003082
7,3LT8C38E5qE,1,0,15,9.0,11.0,343.0,360.0,0,0.49437275528907776
8,3LT8C38E5qE,1,0,17,246.0,291.0,368.0,360.0,45,0.5893768668174744
9,3LT8C38E5qE,1,0,18,184.0,154.0,328.0,291.0,14,0.5707189440727234
10,3LT8C38E5qE,1,0,18,250.0,279.0,372.0,360.0,45,0.5377758145332336
