,youtube_id,class_id,object_id,image_nb,xmin,xmax,ymin,ymax,found_id,found_prec
0,1NFhIE-pN6A,23,0,1,171.0,60.0,536.0,271.0,2,0.7851452231407166
1,1NFhIE-pN6A,23,0,2,170.0,59.0,537.0,272.0,2,0.8057388663291931
2,1NFhIE-pN6A,23,0,3,191.0,24.0,560.0,251.0,2,0.8052157163619995
3,1NFhIE-pN6A,23,0,3,100.0,112.0,141.0,154.0,0,0.5306487083435059
4,1NFhIE-pN6A,23,0,4,173.0,16.0,545.0,245.0,2,0.8119239807128906
5,1NFhIE-pN6A,23,0,4,87.0,95.0,128.0,137.0,0,0.5483460426330566
6,1NFhIE-pN6A,23,0,5,147.0,1.0,546.0,218.0,2,0.7066586017608643
7,1NFhIE-pN6A,23,0,5,99.0,59.0,137.0,101.0,0,0.40284958481788635
8,1NFhIE-pN6A,23,0,7,46.0,6.0,467.0,265.0,2,0.7190915942192078
9,1NFhIE-pN6A,23,0,8,60.0,10.0,494.0,272.0,2,0.6304694414138794
10,1NFhIE-pN6A,23,0,9,9.0,46.0,505.0,325.0,2,0.6955078840255737
11,1NFhIE-pN6A,23,0,10,77.0,47.0,559.0,296.0,2,0.6922690272331238
12,1NFhIE-pN6A,23,0,11,92.0,37.0,557.0,279.0,2,0.6710444092750549
13,1NFhIE-pN6A,23,0,12,76.0,34.0,524.0,251.0,2,0.7154742479324341
14,1NFhIE-pN6A,23,0,13,123.0,21.0,602.0,242.0,2,0.7865904569625854
15,1NFhIE-pN6A,23,0,14,49.0,37.0,579.0,276.0,2,0.7931687235832214
16,1NFhIE-pN6A,23,0,15,3.0,26.0,532.0,289.0,2,0.8250228762626648
17,1NFhIE-pN6A,23,0,16,1.0,3.0,583.0,298.0,2,0.5678028464317322
18,1NFhIE-pN6A,23,0,17,5.0,0.0,606.0,291.0,2,0.5348193049430847
