,youtube_id,class_id,object_id,image_nb,xmin,xmax,ymin,ymax,found_id,found_prec
0,-TvWChvCZ2A,15,0,1,239.0,123.0,260.0,154.0,0,0.6132004261016846
1,-TvWChvCZ2A,15,0,1,2.0,6.0,469.0,344.0,6,0.5530422925949097
2,-TvWChvCZ2A,15,0,2,239.0,122.0,262.0,154.0,0,0.6172956824302673
3,-TvWChvCZ2A,15,0,2,0.0,8.0,464.0,343.0,6,0.4966244697570801
4,-TvWChvCZ2A,15,0,2,152.0,128.0,186.0,160.0,0,0.45930132269859314
5,-TvWChvCZ2A,15,0,2,239.0,156.0,307.0,250.0,56,0.43969330191612244
6,-TvWChvCZ2A,15,0,3,12.0,29.0,471.0,348.0,6,0.7477813363075256
7,-TvWChvCZ2A,15,0,3,298.0,151.0,321.0,179.0,0,0.4499185085296631
8,-TvWChvCZ2A,15,0,3,297.0,151.0,349.0,234.0,0,0.4238124489784241
9,-TvWChvCZ2A,15,0,4,324.0,135.0,349.0,163.0,0,0.6042577028274536
10,-TvWChvCZ2A,15,0,4,57.0,27.0,476.0,345.0,6,0.5097376704216003
11,-TvWChvCZ2A,15,0,4,403.0,129.0,470.0,228.0,0,0.45864102244377136
12,-TvWChvCZ2A,15,0,4,257.0,144.0,275.0,182.0,0,0.4094536602497101
13,-TvWChvCZ2A,15,0,4,462.0,160.0,480.0,217.0,56,0.4067956805229187
14,-TvWChvCZ2A,15,0,5,19.0,13.0,477.0,349.0,6,0.6916570663452148
15,-TvWChvCZ2A,15,0,5,297.0,103.0,319.0,131.0,0,0.6065801382064819
16,-TvWChvCZ2A,15,0,9,320.0,158.0,374.0,296.0,0,0.6243809461593628
17,-TvWChvCZ2A,15,0,13,0.0,21.0,477.0,353.0,6,0.8459029197692871
18,-TvWChvCZ2A,15,0,13,302.0,148.0,339.0,183.0,0,0.7002912163734436
19,-TvWChvCZ2A,15,0,14,1.0,16.0,476.0,360.0,6,0.6961770057678223
20,-TvWChvCZ2A,15,0,14,409.0,127.0,474.0,177.0,0,0.6861767768859863
21,-TvWChvCZ2A,15,0,15,9.0,16.0,475.0,359.0,6,0.6690685153007507
22,-TvWChvCZ2A,15,0,15,284.0,128.0,317.0,168.0,0,0.6218523383140564
23,-TvWChvCZ2A,15,0,15,445.0,121.0,479.0,181.0,0,0.46513649821281433
24,-TvWChvCZ2A,15,0,16,160.0,137.0,196.0,162.0,0,0.7119293212890625
25,-TvWChvCZ2A,15,0,16,9.0,11.0,475.0,344.0,6,0.619707465171814
26,-TvWChvCZ2A,15,0,17,8.0,30.0,473.0,348.0,6,0.7870108485221863
27,-TvWChvCZ2A,15,0,17,442.0,145.0,480.0,195.0,0,0.581064760684967
28,-TvWChvCZ2A,15,0,18,26.0,40.0,480.0,354.0,6,0.40270349383354187
29,-TvWChvCZ2A,15,0,19,6.0,40.0,476.0,355.0,6,0.43919605016708374
