,youtube_id,class_id,object_id,image_nb,xmin,xmax,ymin,ymax,found_id,found_prec
0,10la9pvd-pk,12,0,1,1138.0,643.0,1214.0,717.0,67,0.451213002204895
1,10la9pvd-pk,12,0,2,943.0,4.0,1278.0,720.0,0,0.44012489914894104
2,10la9pvd-pk,12,0,2,1138.0,644.0,1216.0,717.0,67,0.4161320924758911
3,10la9pvd-pk,12,0,3,512.0,549.0,921.0,713.0,63,0.40811291337013245
4,10la9pvd-pk,12,0,4,44.0,4.0,1170.0,661.0,0,0.44938793778419495
5,10la9pvd-pk,12,0,5,195.0,3.0,1258.0,684.0,0,0.4452807903289795
6,10la9pvd-pk,12,0,6,105.0,397.0,250.0,559.0,74,0.4157628118991852
7,10la9pvd-pk,12,0,8,195.0,0.0,1266.0,662.0,0,0.48543569445610046
8,10la9pvd-pk,12,0,10,0.0,0.0,1256.0,685.0,0,0.4957726001739502
9,10la9pvd-pk,12,0,10,875.0,10.0,1277.0,494.0,0,0.42671504616737366
10,10la9pvd-pk,12,0,15,0.0,14.0,317.0,645.0,0,0.4477267563343048
11,10la9pvd-pk,12,0,18,317.0,404.0,694.0,536.0,65,0.5215121507644653
