,youtube_id,class_id,object_id,image_nb,xmin,xmax,ymin,ymax,found_id,found_prec
0,3deb1YGxmiE,7,0,1,0.0,94.0,453.0,350.0,15,0.40747737884521484
1,3deb1YGxmiE,7,0,2,0.0,92.0,452.0,350.0,15,0.5774914622306824
2,3deb1YGxmiE,7,0,3,5.0,123.0,478.0,356.0,15,0.49508124589920044
3,3deb1YGxmiE,7,0,4,1.0,87.0,480.0,304.0,15,0.5135999321937561
4,3deb1YGxmiE,7,0,5,228.0,109.0,480.0,244.0,15,0.6634933948516846
5,3deb1YGxmiE,7,0,6,234.0,173.0,476.0,294.0,16,0.4485395848751068
6,3deb1YGxmiE,7,0,10,217.0,139.0,467.0,259.0,15,0.4743160903453827
7,3deb1YGxmiE,7,0,11,166.0,124.0,462.0,269.0,15,0.47961190342903137
8,3deb1YGxmiE,7,0,15,204.0,7.0,480.0,336.0,15,0.41057875752449036
9,3deb1YGxmiE,7,0,16,209.0,16.0,480.0,306.0,15,0.4951734244823456
10,3deb1YGxmiE,7,0,17,219.0,22.0,480.0,288.0,15,0.650728166103363
11,3deb1YGxmiE,7,0,18,232.0,19.0,480.0,289.0,15,0.6205489039421082
12,3deb1YGxmiE,7,0,19,204.0,11.0,480.0,280.0,15,0.5255429744720459
